2023-06-16 18:15:21,366: Experiment begins, dataset: Cora
2023-06-16 18:15:29,588: Parameter set 0001: hidden_dim = 08, lr=0.0050, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7087
2023-06-16 23:58:50,251: Parameter set 0445: hidden_dim = 16, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7353
2023-06-16 23:58:57,019: Parameter set 0446: hidden_dim = 16, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7457
2023-06-16 23:59:03,786: Parameter set 0447: hidden_dim = 16, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.751
2023-06-16 23:59:10,525: Parameter set 0448: hidden_dim = 32, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7443
2023-06-16 23:59:17,254: Parameter set 0449: hidden_dim = 32, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7453
2023-06-16 23:59:23,907: Parameter set 0450: hidden_dim = 32, lr=0.0160, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.749
2023-06-16 23:59:31,104: Parameter set 0451: hidden_dim = 08, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7463
2023-06-16 23:59:39,160: Parameter set 0452: hidden_dim = 08, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-16 23:59:46,386: Parameter set 0453: hidden_dim = 08, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.6827
2023-06-16 23:59:54,011: Parameter set 0454: hidden_dim = 16, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.736
2023-06-17 00:00:01,319: Parameter set 0455: hidden_dim = 16, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7393
2023-06-17 00:00:08,603: Parameter set 0456: hidden_dim = 16, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7193
2023-06-17 00:00:15,566: Parameter set 0457: hidden_dim = 32, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7533
2023-06-17 00:00:22,749: Parameter set 0458: hidden_dim = 32, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7513
2023-06-17 00:00:29,657: Parameter set 0459: hidden_dim = 32, lr=0.0165, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7163
2023-06-17 00:00:36,501: Parameter set 0460: hidden_dim = 08, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7387
2023-06-17 00:00:43,270: Parameter set 0461: hidden_dim = 08, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7507
2023-06-17 00:00:49,970: Parameter set 0462: hidden_dim = 08, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.718
2023-06-17 00:00:56,663: Parameter set 0463: hidden_dim = 16, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7403
2023-06-17 00:01:03,410: Parameter set 0464: hidden_dim = 16, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-17 00:01:10,260: Parameter set 0465: hidden_dim = 16, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7333
2023-06-17 00:01:16,975: Parameter set 0466: hidden_dim = 32, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7617
2023-06-17 00:01:23,825: Parameter set 0467: hidden_dim = 32, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7433
2023-06-17 00:01:30,667: Parameter set 0468: hidden_dim = 32, lr=0.0165, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7497
2023-06-17 00:01:37,479: Parameter set 0469: hidden_dim = 08, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.761
2023-06-17 00:01:44,282: Parameter set 0470: hidden_dim = 08, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.766
2023-06-17 00:01:50,990: Parameter set 0471: hidden_dim = 08, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7613
2023-06-17 00:01:57,657: Parameter set 0472: hidden_dim = 16, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.746
2023-06-17 00:02:04,468: Parameter set 0473: hidden_dim = 16, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-17 00:02:11,348: Parameter set 0474: hidden_dim = 16, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.739
2023-06-17 00:02:18,144: Parameter set 0475: hidden_dim = 32, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7377
2023-06-17 00:02:24,894: Parameter set 0476: hidden_dim = 32, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7373
2023-06-17 00:02:31,628: Parameter set 0477: hidden_dim = 32, lr=0.0165, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.757
2023-06-17 00:02:38,405: Parameter set 0478: hidden_dim = 08, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.75
2023-06-17 00:02:45,081: Parameter set 0479: hidden_dim = 08, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7607
2023-06-17 00:02:51,821: Parameter set 0480: hidden_dim = 08, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7607
2023-06-17 00:02:58,720: Parameter set 0481: hidden_dim = 16, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.747
2023-06-17 00:03:05,562: Parameter set 0482: hidden_dim = 16, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7573
2023-06-17 00:03:12,280: Parameter set 0483: hidden_dim = 16, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.757
2023-06-17 00:03:20,365: Parameter set 0484: hidden_dim = 32, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7573
2023-06-17 00:03:29,465: Parameter set 0485: hidden_dim = 32, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7527
2023-06-17 00:03:37,378: Parameter set 0486: hidden_dim = 32, lr=0.0165, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7463
2023-06-17 00:03:44,143: Parameter set 0487: hidden_dim = 08, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.729
2023-06-17 00:03:50,935: Parameter set 0488: hidden_dim = 08, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.76
2023-06-17 00:03:57,746: Parameter set 0489: hidden_dim = 08, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.743
2023-06-17 00:04:04,660: Parameter set 0490: hidden_dim = 16, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7473
2023-06-17 00:04:11,326: Parameter set 0491: hidden_dim = 16, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-17 00:04:17,968: Parameter set 0492: hidden_dim = 16, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7453
2023-06-17 00:04:24,673: Parameter set 0493: hidden_dim = 32, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.745
2023-06-17 00:04:31,358: Parameter set 0494: hidden_dim = 32, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7373
2023-06-17 00:04:38,138: Parameter set 0495: hidden_dim = 32, lr=0.0165, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.752
2023-06-17 00:04:44,853: Parameter set 0496: hidden_dim = 08, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7253
2023-06-17 00:04:51,612: Parameter set 0497: hidden_dim = 08, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7403
2023-06-17 00:04:58,301: Parameter set 0498: hidden_dim = 08, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7467
2023-06-17 00:05:05,098: Parameter set 0499: hidden_dim = 16, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7067
2023-06-17 00:05:11,864: Parameter set 0500: hidden_dim = 16, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7283
2023-06-17 00:05:18,537: Parameter set 0501: hidden_dim = 16, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7423
2023-06-17 00:05:25,335: Parameter set 0502: hidden_dim = 32, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7253
2023-06-17 00:05:32,111: Parameter set 0503: hidden_dim = 32, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7503
2023-06-17 00:05:38,868: Parameter set 0504: hidden_dim = 32, lr=0.0170, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7313
2023-06-17 00:05:45,616: Parameter set 0505: hidden_dim = 08, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7567
2023-06-17 00:05:52,364: Parameter set 0506: hidden_dim = 08, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.732
2023-06-17 00:05:59,007: Parameter set 0507: hidden_dim = 08, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.761
2023-06-17 00:06:05,795: Parameter set 0508: hidden_dim = 16, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7607
2023-06-17 00:06:12,491: Parameter set 0509: hidden_dim = 16, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.756
2023-06-17 00:06:19,337: Parameter set 0510: hidden_dim = 16, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7533
2023-06-17 00:06:26,103: Parameter set 0511: hidden_dim = 32, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.753
2023-06-17 00:06:32,814: Parameter set 0512: hidden_dim = 32, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7263
2023-06-17 00:06:39,648: Parameter set 0513: hidden_dim = 32, lr=0.0170, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7363
2023-06-17 00:06:46,477: Parameter set 0514: hidden_dim = 08, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.759
2023-06-17 00:06:53,183: Parameter set 0515: hidden_dim = 08, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.756
2023-06-17 00:06:59,818: Parameter set 0516: hidden_dim = 08, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7573
2023-06-17 00:07:06,567: Parameter set 0517: hidden_dim = 16, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7293
2023-06-17 00:07:13,224: Parameter set 0518: hidden_dim = 16, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7347
2023-06-17 00:07:19,842: Parameter set 0519: hidden_dim = 16, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.751
2023-06-17 00:07:26,542: Parameter set 0520: hidden_dim = 32, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7667
2023-06-17 00:07:33,309: Parameter set 0521: hidden_dim = 32, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.746
2023-06-17 00:07:39,953: Parameter set 0522: hidden_dim = 32, lr=0.0170, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7563
2023-06-17 00:07:46,750: Parameter set 0523: hidden_dim = 08, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7383
2023-06-17 00:07:53,410: Parameter set 0524: hidden_dim = 08, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7657
2023-06-17 00:08:00,052: Parameter set 0525: hidden_dim = 08, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7637
2023-06-17 00:08:06,878: Parameter set 0526: hidden_dim = 16, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7677
2023-06-17 00:08:13,592: Parameter set 0527: hidden_dim = 16, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.746
2023-06-17 00:08:20,249: Parameter set 0528: hidden_dim = 16, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7537
2023-06-17 00:08:26,974: Parameter set 0529: hidden_dim = 32, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7583
2023-06-17 00:08:33,694: Parameter set 0530: hidden_dim = 32, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7763
2023-06-17 00:08:40,429: Parameter set 0531: hidden_dim = 32, lr=0.0170, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7527
2023-06-17 00:08:47,195: Parameter set 0532: hidden_dim = 08, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7457
2023-06-17 00:08:53,869: Parameter set 0533: hidden_dim = 08, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7483
2023-06-17 00:09:00,557: Parameter set 0534: hidden_dim = 08, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7407
2023-06-17 00:09:07,327: Parameter set 0535: hidden_dim = 16, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.757
2023-06-17 00:09:14,072: Parameter set 0536: hidden_dim = 16, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7493
2023-06-17 00:09:20,732: Parameter set 0537: hidden_dim = 16, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.731
2023-06-17 00:09:27,404: Parameter set 0538: hidden_dim = 32, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7467
2023-06-17 00:09:34,347: Parameter set 0539: hidden_dim = 32, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7363
2023-06-17 00:09:41,033: Parameter set 0540: hidden_dim = 32, lr=0.0170, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.742
2023-06-17 00:09:47,852: Parameter set 0541: hidden_dim = 08, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7407
2023-06-17 00:09:54,575: Parameter set 0542: hidden_dim = 08, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7713
2023-06-17 00:10:01,264: Parameter set 0543: hidden_dim = 08, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7233
2023-06-17 00:10:08,066: Parameter set 0544: hidden_dim = 16, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7547
2023-06-17 00:10:14,746: Parameter set 0545: hidden_dim = 16, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.715
2023-06-17 00:10:21,497: Parameter set 0546: hidden_dim = 16, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7367
2023-06-17 00:10:28,338: Parameter set 0547: hidden_dim = 32, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.757
2023-06-17 00:10:35,125: Parameter set 0548: hidden_dim = 32, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7107
2023-06-17 00:10:41,809: Parameter set 0549: hidden_dim = 32, lr=0.0175, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7423
2023-06-17 00:10:48,550: Parameter set 0550: hidden_dim = 08, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.76
2023-06-17 00:10:55,275: Parameter set 0551: hidden_dim = 08, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7493
2023-06-17 00:11:01,982: Parameter set 0552: hidden_dim = 08, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7423
2023-06-17 00:11:08,792: Parameter set 0553: hidden_dim = 16, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7333
2023-06-17 00:11:15,525: Parameter set 0554: hidden_dim = 16, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7617
2023-06-17 00:11:22,148: Parameter set 0555: hidden_dim = 16, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7553
2023-06-17 00:11:28,960: Parameter set 0556: hidden_dim = 32, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.742
2023-06-17 00:11:35,751: Parameter set 0557: hidden_dim = 32, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7407
2023-06-17 00:11:42,435: Parameter set 0558: hidden_dim = 32, lr=0.0175, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7263
2023-06-17 00:11:49,228: Parameter set 0559: hidden_dim = 08, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7613
2023-06-17 00:11:55,930: Parameter set 0560: hidden_dim = 08, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7707
2023-06-17 00:12:02,555: Parameter set 0561: hidden_dim = 08, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7393
2023-06-17 00:12:09,336: Parameter set 0562: hidden_dim = 16, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.76
2023-06-17 00:12:16,217: Parameter set 0563: hidden_dim = 16, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7383
2023-06-17 00:12:22,901: Parameter set 0564: hidden_dim = 16, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7413
2023-06-17 00:12:29,638: Parameter set 0565: hidden_dim = 32, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7363
2023-06-17 00:12:36,424: Parameter set 0566: hidden_dim = 32, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7123
2023-06-17 00:12:43,206: Parameter set 0567: hidden_dim = 32, lr=0.0175, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.77
2023-06-17 00:12:49,980: Parameter set 0568: hidden_dim = 08, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7583
2023-06-17 00:12:56,696: Parameter set 0569: hidden_dim = 08, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.773
2023-06-17 00:13:03,390: Parameter set 0570: hidden_dim = 08, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7583
2023-06-17 00:13:10,033: Parameter set 0571: hidden_dim = 16, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7637
2023-06-17 00:13:16,831: Parameter set 0572: hidden_dim = 16, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7563
2023-06-17 00:13:23,510: Parameter set 0573: hidden_dim = 16, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.761
2023-06-17 00:13:30,180: Parameter set 0574: hidden_dim = 32, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.756
2023-06-17 00:13:37,019: Parameter set 0575: hidden_dim = 32, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7687
2023-06-17 00:13:43,672: Parameter set 0576: hidden_dim = 32, lr=0.0175, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7317
2023-06-17 00:13:50,436: Parameter set 0577: hidden_dim = 08, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.74
2023-06-17 00:13:57,152: Parameter set 0578: hidden_dim = 08, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7517
2023-06-17 00:14:03,811: Parameter set 0579: hidden_dim = 08, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7623
2023-06-17 00:14:10,481: Parameter set 0580: hidden_dim = 16, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.743
2023-06-17 00:14:17,220: Parameter set 0581: hidden_dim = 16, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7487
2023-06-17 00:14:23,906: Parameter set 0582: hidden_dim = 16, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7567
2023-06-17 00:14:30,617: Parameter set 0583: hidden_dim = 32, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.753
2023-06-17 00:14:37,422: Parameter set 0584: hidden_dim = 32, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7457
2023-06-17 00:14:44,090: Parameter set 0585: hidden_dim = 32, lr=0.0175, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.747
2023-06-17 00:14:50,869: Parameter set 0586: hidden_dim = 08, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7203
2023-06-17 00:14:57,600: Parameter set 0587: hidden_dim = 08, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7593
2023-06-17 00:15:04,648: Parameter set 0588: hidden_dim = 08, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.732
2023-06-17 00:15:14,370: Parameter set 0589: hidden_dim = 16, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.753
2023-06-17 00:15:23,557: Parameter set 0590: hidden_dim = 16, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-17 00:15:30,655: Parameter set 0591: hidden_dim = 16, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.763
2023-06-17 00:15:37,488: Parameter set 0592: hidden_dim = 32, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7417
2023-06-17 00:15:44,168: Parameter set 0593: hidden_dim = 32, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7517
2023-06-17 00:15:50,937: Parameter set 0594: hidden_dim = 32, lr=0.0180, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7187
2023-06-17 00:15:57,864: Parameter set 0595: hidden_dim = 08, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7173
2023-06-17 00:16:04,831: Parameter set 0596: hidden_dim = 08, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7453
2023-06-17 00:16:11,583: Parameter set 0597: hidden_dim = 08, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.752
2023-06-17 00:16:18,385: Parameter set 0598: hidden_dim = 16, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7207
2023-06-17 00:16:25,381: Parameter set 0599: hidden_dim = 16, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-17 00:16:32,241: Parameter set 0600: hidden_dim = 16, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.735
2023-06-17 00:16:39,289: Parameter set 0601: hidden_dim = 32, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7273
2023-06-17 00:16:46,088: Parameter set 0602: hidden_dim = 32, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7367
2023-06-17 00:16:52,876: Parameter set 0603: hidden_dim = 32, lr=0.0180, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7177
2023-06-17 00:16:59,613: Parameter set 0604: hidden_dim = 08, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.762
2023-06-17 00:17:06,383: Parameter set 0605: hidden_dim = 08, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7637
2023-06-17 00:17:13,235: Parameter set 0606: hidden_dim = 08, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7417
2023-06-17 00:17:20,063: Parameter set 0607: hidden_dim = 16, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.775
2023-06-17 00:17:26,849: Parameter set 0608: hidden_dim = 16, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7793
2023-06-17 00:17:33,880: Parameter set 0609: hidden_dim = 16, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7743
2023-06-17 00:17:40,665: Parameter set 0610: hidden_dim = 32, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.759
2023-06-17 00:17:47,392: Parameter set 0611: hidden_dim = 32, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.754
2023-06-17 00:17:54,095: Parameter set 0612: hidden_dim = 32, lr=0.0180, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7503
2023-06-17 00:18:00,850: Parameter set 0613: hidden_dim = 08, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7597
2023-06-17 00:18:07,652: Parameter set 0614: hidden_dim = 08, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7693
2023-06-17 00:18:14,383: Parameter set 0615: hidden_dim = 08, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7567
2023-06-17 00:18:21,243: Parameter set 0616: hidden_dim = 16, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.767
2023-06-17 00:18:28,277: Parameter set 0617: hidden_dim = 16, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.764
2023-06-17 00:18:35,032: Parameter set 0618: hidden_dim = 16, lr=0.0180, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7557
